Abk,Name,Kurzname,Typ,,
UBBN,Bad Berka Nord,Bad Berka Nord,Hp,,
UBBS,Beberstedt,Beberstedt,Bush,,
UBBX,Blessberg-Tunnel Tbv,Blessberg Tbv,Tbv,,
UBBZ,Bad Berka Zeughausplatz,Bad Berka Zeugh,Hp,,
UBD,Bleicherode Ost,Bleicherode Ost,Bf,,
UBDS,Bleicherode Stadt,Bleicher Stadt,Hp,,
UBE,Bernterode,Bernterode,Bf,,
UBEN,Bennungen,Bennungen,Hp Bk,,
UBET,Bechstedt-Trippstein,Bechstedt-Tripp,Hp,,
UBEU,Beuren,Beuren,Hp,,
UBEW,Bernterode West,Bernterode West,Abzw,,
UBF,Bufleben,Bufleben,Hp,,
UBFE,Bischofferode (Eichsfeld),Bischofferode,Hp,,
UBFR,Bad Frankenhausen (Kyffh),Bad Frankenhsn,Bf,,
UBGE,Berga (Elster),Berga (Elster),Bf,,
UBGN,Bernsgrün,Bernsgrün,Hp,,
UBGS,Balgstädt,Balgstädt,Hp,,
UBH,Benshausen,Benshausen,Hp,,
UBHA,Blechhammer (Thür),Blechhammer(Thü),vp-Bf,,
UBHX,Behringen-Tunnel Tbv,Behringen Tbv,Tbv,,
UBIB,Bad Bibra,Bad Bibra,Bf,,
UBIR,Bickenriede,Bickenriede,Bush,,
UBK,Berga-Kelbra,Berga-Kelbra,Bf,,
UBK B,Berga-Kelbra Bahnhofsvorplatz,Berga-Kelbra   B,Bush,,
UBKN,Birkungen,Birkungen,Hp,,
UBKX,Brandkopf-Tunnel Tbv,Brandkopf Tbv,Tbv,,
UBKZ,Bad Köstritz,Bad Köstritz,Bf,,
UBL,Bad Blankenburg (Thüringerw),Bad Blankenburg,Bf,,
UBLX,Baumleite-Tunnel Tbv,Baumleite Tbv,Tbv,,
UBM,Blankenheim (Kr Sgh) Bez. Kreis,Blankenheim(Sgh),Bf,,
UBN,Blankenstein (Saale),Blankenstein (S),Bf,,
UBO,Bollstedt,Bollstedt,Hp,,
UBOD,Bodenrode,Bodenrode,Hp,,
UBR,Bretleben,Bretleben,Bf,,
UBRS,Brüheim-Sonneborn,Brüheim-Sonneb,Tp,,
UBRT,Breitungen (Werra),Breitungen/Werra,Hp,,
UBS,Bad Sulza,Bad Sulza,Hp,,
UBSN,Bad Sulza Nord,Bad Sulza Nord,vp-Hp,,
UBST,Büttstedt,Büttstedt,Bush,,
UBT,Blankenheim (Kr Sgh) Bez. Trennungsbf,Blankenheim Trbf,Bft,,
UBU,Buttstädt,Buttstädt,vp-Bf,,
UBWI,Berka (Wipper),Berka (Wipper),Bf,,
UBX,Boxberg,Boxberg,Tp,,
UBZ,Breternitz,Breternitz,Hp,,
UCA,Caaschwitz,Caaschwitz,Anst Bk,,
UCB,Camburg (Saale),Camburg (Saale),Bf,,
UCF,Cursdorf,Cursdorf,Hp,,
UCL,Crawinkel,Crawinkel,vp-Bf,,
UD,Deuna Zementwerk Werkbahnhof,Werkbf Deuna,Bf,,
UDA,Dachrieden,Dachrieden,Bf,,
UDA B,Dachrieden Bushaltestelle,Dachrieden Bush,Bush,,
UDCH,Dermbach,Dermbach,Bf,,
UDF,Dorndorf (Rhön),Dorndorf (Rhön),Bf,,
UDFD,Dorndorf (Rhön) Do,Dorndorf Do,Dkst,,
UDG,Dornburg (Saale),Dornburg (Saale),Bf,,
UDI,Dingelstädt (Eichsfeld),Dingelstädt,Bf,,
UDI B,Dingelstädt, Bahnhofstraße,Dingelst Bfstr,,
UDI L,Dingelstädt ZOB,Dingelstädt ZOB,Bush,,
UDI W,Dingelstädt, Weihbühl,Dingelst Weihb,,
UDIF,Diedorf-Fischbach,Diedorf-Fischb.,Hp,,
UDL,Dietlas,Dietlas,Hp,,
UDN,Dietzhausen,Dietzhausen,Bf,,
UDN B,Dietzhausen Bushaltestelle,Dietzhausen Bush,Bush,,
UDO,Donndorf (Unstrut),Donndorf (Unstr),vp-Hp,,
UDOE,Dörrberg,Dörrberg,Hp,,
UDRB,Dreba,Dreba,Hp,,
UDST,Döllstädt,Döllstädt,Bf,,
UDV,Deuna DB-Grenze,Deuna DB-Grenze,Gp,,
UDV,Deuna DB-Grenze,Deuna DB-Grenze,Gp,,
UDW,Dachwig,Dachwig,Hp,,
UE,Erfurt Hbf,Erfurt Hbf,Bf,,
UE  C,Erfurt Hbf Umschlagbf,Erfurt Hbf Ubf,Bft,,
UE  F,Erfurt Fahrzeugwerk,Erfurt Fzwerk,Bft,,
UE  G,Erfurt Güterbahnhof,Erfurt Gbf,Bft,,
UE  I,Erfurt Hbf Intercity-Hotel,Erfurt Hbf IC-H,Bush,,
UE  K,Erfurt Klinikum,Erfurt Klinikum,Bush,,
UE  L,Erfurt Linderbach,Erf Linderbach,Bft,,
UE  O,Erfurt Güterbahnhof Ost,Erfurt Gbf Ost,Bft,,
UE  P,Erfurt Personenbahnhof,Erfurt Pbf,Bft,,
UE  T,Erfurt Hbf TBD,Erfurt Hbf TBD,Museum,,
UE  W,Erfurt Hbf Willy-Brandt-Platz,Erfurt Hbf W-B-P,Bush,,
UEB,Erfurt Berliner Straße,Erfurt Berliner,Hp,,
UEBI,Erfurt-Bischleben,Erfurt-Bischleb,Bf,,
UEBL,Erfurt-Bindersleben,Erfurt-Binderslb,Hp Anst,,
UEC,Eckartsberga (Thür),Eckartsberga,vp-Bf,,
UED,Eisfeld,Eisfeld,Bf,,
UEE,Ebeleben,Ebeleben,vp-Bf,,
UEEL,Erfurt Leipziger Straße,Erf Leipz Str,Abzw,,
UEEN,Erfurt Dieselstraße,Erf Dieselstr,Abzw,,
UEEO,Erfurt Elo,Erfurt Elo,Abzw,,
UEES,Ebeleben Süd,Ebeleben Süd,vp-Awanst,,
UEFE,Effelder (Eichsfeld),Effelder Eichsf,Hp,,
UEFF,Ebersdorf-Friesau,Ebersdorf-Fries,Bf,,
UEFT,Effelder (Thür),Effelder (Thür),vp-Hp,,
UEGI,Erfurt-Gispersleben,Erfurt-Gisperslb,Bf,,
UEGY,Erfurt Györer Straße,Erfurt Györer,Hp,,
UEH,Ettenhausen,Ettenhausen,Hp,,
UEI,Eisenach,Eisenach,Bf,,
UEI F,Eisenach Stw Ef,Eisenach Stw Ef,Bft,,
UEI G,Eisenach Gbf,Eisenach Gbf,Bft,,
UEI Z,Eisenach ZOB,Eisenach ZOB,Bush,,
UEIA,Eisenach HTB,Eisenach HTB,NE-Bf,,
UEIB,Eisenberg (Thür),Eisenberg (Thür),Bf,,
UEIP,Eisenach Opelwerk,Eisenach Opel,Hp,,
UEIPB,Eisenach Stedtfelder Straße / Opelwerk,Eisenach St/Opel,Bush,,
UEIQ,Eisenach Bedienstandort,Eisenach BSO,BSO,,
UEIR,Eigenrode,Eigenrode,Bush,,
UEIS,Eisenach-Stedtfeld,Eisenach-Stedtf,Bf,,
UEIW,Eisenach West,Eisenach West,Hp,,
UEIWB,Eisenach Westbahnhof,Eisenach Westbf,Bush,,
UEK,Eckardtsleben,Eckardtsleben,Hp,,
UEL,Eischleben,Eischleben,Bf,,
UELB,Elsterberg,Elsterberg,Bf,,
UELG,Elgersburg,Elgersburg,Bf,,
UELGD,Elgersburg Deutscher Hof,Elgersburg D Hof,Bush,,
UELK,Elsterberg Kunstseidenwerk,Elsterb Kunsts,Hp,,
UELKL,Elsterberg Gasthof Linde,Elsterberg Linde,Bush,,
UEM,Emleben,Emleben,vp-Bf,,
UEMA,Erfurt-Marbach,Erfurt-Marbach,Anst,,
UEN,Erfurt Nord,Erfurt Nord,Bf,,
UEN T,Erfurt Nord TBD,Erfurt Nord TBD,Museum,,
UEO,Erfurt Ost,Erfurt Ost,Bf,,
UEO L,Erfurt Ost An der Lache,Erfurt Ost A d L,Bush,,
UEP,Esperstedt (Kyffh),Esperstedt (Ky),Hp,,
UEQ,Erfurt Bedienstandort,Erfurt BSO,BSO,,
UER,Ellrich,Ellrich,Bf,,
UERG,Ernstthal am Rennsteig DB-Grenze,Ernstthal DB-Gr,Gp,,
UERL,Erlau (Thür),Erlau (Thür),vp-Hp,,
UERN,Ernstthal am Rennsteig,Ernstth a Rennst,vp-Bf,,
UERX,Erfurt NBS ESTW-UZ,Erfurt NBS UZ,BZ,,
UET,Etzleben,Etzleben,Bf,,
UET B,Etzleben, Bushaltestelle,Etzleben Bush,,
UEW,Erfurt West,Erfurt West,Hp,,
UEX,Elxleben,Elxleben,Hp,,
UEZ,Endschütz,Endschütz,Hp,,
UF,Förtha (Kr Eisenach),Förtha (Kr Eis),Bf,,
UFA,Ferna,Ferna,Hp,,
UFB,Freyburg (Unstrut),Freyburg (Unstr),Bf,,
UFB B,Freyburg (Unstrut) Bahnsteig,Freyburg Bahnstg,Bft,,
UFBX,Fleckberg-Tunnel Tbv,Fleckberg Tbv,Tbv,,
UFN,Frankenhain,Frankenhain,vp-Hp,,
UFO,Freienorla,Freienorla,Hp,,
UFR,Friedrichroda,Friedrichroda,Hp,,
UFRT,Friedrichroda TWSB,Friedrichr TWSB,Tp,,
UFS,Floh-Seligenthal,Floh-Seligenthal,Hp,,
UFT,Fröttstädt,Fröttstädt,Bf,,
UFW,Friedrichswerth,Friedrichswerth,Bf,,
UG,Gera Hbf,Gera Hbf,Bf,,
UG  G,Gera Güterbf,Gera Güterbf,Bft,,
UG  T,Gera-Tinz,Gera-Tinz,Bft,,
UG  Z,Gera Hbf ZOB,Gera Hbf ZOB,Bush,,
UGB,Gehlberg,Gehlberg,Bf,,
UGBA,Großbartloff,Großbartloff,Hp,,
UGBB,Großbrembach,Großbrembach,Bf,,
UGBD,Großbodungen,Großbodungen,Hp,,
UGBG,Geraberg,Geraberg,Hp,,
UGBH,Gebra (Hainleite),Gebra(Hainleite),Hp,,
UGBP,Gehlberg Ort, Post,Gehlberg Post,,
UGBR,Großbreitenbach (Thür),Großbreitenbach,Bf,,
UGBX,Goldberg-Tunnel Tbv,Goldberg Tbv,Tbv,,
UGC,Großschwabhausen,Großschwabhausen,Bf,,
UGCH,Goldbach(Kr Gotha),Goldbach Kr Goth,Tp,,
UGD,Gräfenroda,Gräfenroda,Bf,,
UGDG,Gräfenroda DB-Grenze,Gräfenroda DB-Gr,Gp,,
UGDO,Gräfenroda Ort,Gräfenroda Ort,vp-Hp,,
UGDV,Gera-Debschwitz DB-Grenze,Gera-Deb DB-Gr,Gp,,
UGE,Gehofen,Gehofen,vp-Bf,,
UGEB,Gebersdorf,Gebersdorf,Hp,,
UGEG,Geschling,Geschling,Bk,,
UGFA,Großfurra,Großfurra,Hp,,
UGG,Großengottern,Großengottern,Bf,,
UGG B,Großengottern Waidstraße,Großengott Waid,Bush,,
UGG O,Großengottern Ort Bushaltestelle,GroßengotternOrt,Bush,,
UGH,Großheringen,Großheringen,Bf,,
UGHA,Grenzhammer,Grenzhammer,Hp,,
UGHG,Großheringen DB-Grenze,Großhering DB-Gr,Gp,,
UGHO,Großheringen Gho,Großheringen Gho,Abzw,,
UGHS,Großheringen Ghs,Großheringen Ghs,Abzw,,
UGIB,Großer Inselsberg,Großer Inselsbg,Bush,,
UGK,Goseck,Goseck,Üst,,
UGKB,Gera-Gessental,Gera-Gessental,Hp,,
UGL,Sondershausen Glückauf,Glückauf,Hp Anst Bk,,
UGLB,Gera-Langenberg,Gera-Langenberg,Hp,,
UGLW,Gera-Liebschwitz,Gera-Liebschwitz,Bf,,
UGLWS,Gera-Liebschwitz Salzstraße,Gera-Lieb Salz,Bush,,
UGM,Grimmenthal,Grimmenthal,Bf,,
UGMR,Geismar,Geismar,Bf,,
UGN,Greußen,Greußen,Bf,,
UGNH,Großneuhausen,Großneuhausen,vp-Hp,,
UGO,Gotha,Gotha,Bf,,
UGO A,Gotha Kreiskrankenhaus,Gotha Kreiskhaus,Bush,,
UGO B,Gotha Bahnhofstraße,Gotha Bfstr,Tp,,
UGO D,Gotha Hersdorfstraße,Gotha Hersdorfst,Tp,,
UGO E,Gotha Ernststraße,Gotha Ernststr.,Tp,,
UGO H,Gotha Waltershäuser Straße,Gotha Waltersh S,Tp,,
UGO K,Gotha (16W03),Gotha (W03),Bft,,
UGO M,Gotha Myconiusplatz,Gotha Myconiuspl,Tp,,
UGO O,Gotha (16W10),Gotha (W10),Bft,,
UGO P,Gotha Hersdorfplatz,Gotha Hersdorfpl,Tp,,
UGO S,Gotha 18.-März-Straße,Gotha 18.-März-S,Tp,,
UGO W,Gotha Stw Gw,Gotha Stw Gw,Bft,,
UGO Z,Gotha ZOB,Gotha ZOB,Bush,,
UGOB,Gotha Hbf (Thüringer Waldbahn),Gotha Hbf/ThürWb,Tp,,
UGOE,Göllingen (Kyffh),Göllingen (Kyff),Hp,,
UGOG,Gotha DB-Grenze,Gotha DB-Grenze,Gp,,
UGOH,Gotha Huttenstraße,Gotha Huttenstr.,Tp,,
UGOI,Gotha Am hawege-Markt/Inselsbergstraße,Gotha Inselsbgs,Tp,,
UGOL,Gotha Leinefelder Straße,Gotha Leinefd S,Tp,,
UGOO,Gotha Orangerie,Gotha Orangerie,Tp,,
UGOR,Gotha Reuterstraße,Gotha Reuterstr,Tp,,
UGOS,Gotha Ost,Gotha Ost,Bf,,
UGOT,Gera Ost,Gera Ost,Hp,,
UGOW,Gotha Wagenhallen,Gotha Wagenhalle,Tp,,
UGOX,Gotha ESTW-Z,Gotha ESTW-Z,BZ,,
UGR,Greiz,Greiz,Bf,,
UGRA,Greiz-Aubachtal,Greiz-Aubachtal,Hp,,
UGRB,Grabe,Grabe,Hp,,
UGRD,Greiz-Dölau,Greiz-Dölau,Bf,,
UGRI,Griefstedt,Griefstedt,Hp,,
UGRIB,Griefstedt Bushaltestelle,Griefstedt Bush,Bush,,
UGRN,Gehren (Thür),Gehren (Thür),Bf,,
UGRP,Gera-Röppisch,Gera-Röppisch,Hp,,
UGRS,Gehren (Thür) Stadt,Gehren Stadt,Hp,,
UGRU,Großrudestedt,Großrudestedt,Hp Awanst,,
UGS,Gera Süd,Gera Süd,Hp,,
UGSA,Gotha Schöne Aussicht,Gotha Schöne Aus,Tp,,
UGSB,Görsbach,Görsbach,Hp,,
UGSM,Gangloffsömmern,Gangloffsömmern,Hp,,
UGSP,Gotha B.-v.-Suttner-Platz,Gotha B.-v.-S.-P,Tp,,
UGT,Gerstungen,Gerstungen,Bf,,
UGTA,Gräfentonna,Gräfentonna,Hp,,
UGTL,Gräfenthal,Gräfenthal,Bf,,
UGTT,Georgenthal (Thür),Georgenthal (Th),vp-Bf,,
UGU,Guthmannshausen,Guthmannshausen,vp-Hp,,
UGW,Jena-Göschwitz,Jena-Göschwitz,Bf,,
UGWQ,Jena-Göschwitz Bedienstandort,Göschwitz BSO,BSO,,
UGWX,Göschwitz                           (UZ),Göschwitz     UZ,BZ,,
UGZ,Gera-Zwötzen,Gera-Zwötzen,Bf,,
UGZ D,Gera-Debschwitz,Gera-Debschwitz,Bft Abzw,,
UGZ W,Gera-Zwötzen Wendeschleife,Gera-Zwötz Wende,Bush,,
UH,Harra,Harra,Hp,,
UHA,Hachelbich,Hachelbich,Hp,,
UHAS,Heberndorf,Heberndorf,Awanst,,
UHAU,Hausen,Hausen,Hp,,
UHB,Herbsleben,Herbsleben,Hp,,
UHBH,Hildebrandshausen,Hildebrandshsn,Bush,,
UHCH,Hirschbach (Thür),Hirschbach Thür,vp-Hp,,
UHD,Heldrungen,Heldrungen,Hp,,
UHD S,Heldrungen Stadt,Heldrungen Stadt,Bush,,
UHDF,Heinersdorf (b Lobenstein),Heinersdorf,Hp,,
UHER,Herleshausen,Herleshausen,Hp,,
UHET,Hetschburg,Hetschburg,Hp,,
UHF,Holzdorf (b Weimar),Holzdorf(b Weim),Bf,,
UHGR,Hüttengrund                     (Awanst),Hüttengrund,vp-Awanst,,
UHI,Hinternah,Hinternah,vp-Hp,,
UHK,Hermsdorf-Klosterlausnitz,Hermsdorf-Klost,Bf,,
UHL,Hörschel,Hörschel,Hp,,
UHL B,Hörschel Bus,Hörschel Bus,Bush,,
UHLB,Hohleborn,Hohleborn,Hp,,
UHN,Hildburghausen,Hildburghausen,Bf,,
UHNO,Harra Nord,Harra Nord,Hp,,
UHO,Hohenebra,Hohenebra,Bf,,
UHOG,Hohenebra DB-Grenze,Hohenebra DB-Gr,Gp,,
UHOL,Hohenleuben,Hohenleuben,Hp,,
UHOO,Hohenebra Ort,Hohenebra Ort,Hp Bk,,
UHOS,Hörselgau,Hörselgau,Hp,,
UHOW,Thüringer Möbel- und Holzwaren GmbH,ThürMöbel-u Holz,Anst,,
UHP,Hopfgarten (Kr Weimar),Hopfgarten(Kr W),Hp,,
UHPS,Hüpstedt,Hüpstedt,Bush,,
UHR,Hockeroda,Hockeroda,Hp Abzw,,
UHRH,Heringen (Helme),Heringen (Helme),Bf,,
UHRS,Harras (Thür),Harras (Thür),Hp,,
UHSN,Haarhausen,Haarhausen,Hp,,
UHSW,Hartschwinden,Hartschwinden,Hp,,
UHT,Heilbad Heiligenstadt,Heiligenstadt,Bf,,
UHTN,Holzthaleben,Holzthaleben,Bush,,
UHUE,Hüttengrund Hp,Hüttengrund Hp,vp-Hp,,
UHYR,Heyerode,Heyerode,Bush,,
UI,Ilmenau,Ilmenau,Bf,,
UI  B,Ilmenau Busbahnhof,Ilmenau Busbf,Bush,,
UIB,Ilmenau Bad,Ilmenau Bad,vp-Hp,,
UIBG,Ilmenau DB-Grenze,Ilmenau DB-Gr,Gp,,
UIHW,Ichtershausen Werke,Ichtershaus Werk,Anst,,
UIM,Immelborn,Immelborn,Bf,,
UIP,Ilmenau-Pörlitzer Höhe,Ilm-Pörl Höhe,Hp,,
UIP Z,Ilmenau-Pörlitzer Höhe Ziokowskistraße,Ilm-Pörl H Zioko,Bush,,
UIR,Ilmenau-Roda,Ilmenau-Roda,Hp,,
UIR O,Ilmenau-Roda Ort,Ilmenau-Roda Ort,Bush,,
UIW,Ilmenau-Wolfsberg,Ilmenau-Wolfsbg,Bf,,
UJP,Jena Paradies,Jena Paradies,Hp,,
UJP B,Jena Paradies Knebelstraße,Jena Par Knebels,Bush,,
UJS,Jena Saalbahnhof,Jena Saalbahnhof,Bf,,
UJS B,Jena Saalbf Bushst,Jena Saalbf Bus,Bush,,
UJW,Jena West,Jena West,Bf,,
UJZ,Jena-Zwätzen,Jena-Zwätzen,Hp,,
UKA,Kahla (Thür),Kahla (Thür),Hp,,
UKB,Kleinbodungen,Kleinbodungen,Hp,,
UKBH,Kleinballhausen,Kleinballhausen,Hp,,
UKD,Kranichfeld,Kranichfeld,Hp,,
UKEF,Kefferhausen,Kefferhausen,Hp,,
UKF,Karsdorf,Karsdorf,Bf,,
UKF B,Karsdorf Bahnsteig,Karsdorf Bahnstg,Bft,,
UKFA,Kleinfurra,Kleinfurra,Bf,,
UKFP,Karsdorf Zementwerk,Karsdorf Zementw,Hp,,
UKH,Katzhütte,Katzhütte,Bf,,
UKHG,Kaisershagen,Kaisershagen,Bush,,
UKI,Kirchscheidungen,Kirchscheidungen,Hp,,
UKIE,Kiebitzhöhe,Kiebitzhöhe,vp-Hp,,
UKJ,Kleinjena,Kleinjena,Hp Dkst,,
UKL,Kaulsdorf (Saale),Kaulsdorf(Saale),Hp,,
UKLA,Keula,Keula,Bush,,
UKLD,Kaulsdorf (Saale) Awanst,Kaulsdorf Awanst,Awanst,,
UKM,Kaltennordheim,Kaltennordheim,Bf,,
UKN,Knau,Knau,Bf,,
UKO,Bad Kösen,Bad Kösen,Bf,,
UKOE,Kölleda,Kölleda,vp-Bf,,
UKOH,Weimar Nordthür Vertriebsges Kohle mbH,Nordthür Kohle,Awanst,,
UKON,Körner,Körner,Hp,,
UKP,Krölpa (b Auma),Krölpa (b Auma),Hp,,
UKPR,Krölpa-Ranis,Krölpa-Ranis,Hp,,
UKR,Kraftsdorf,Kraftsdorf,Hp,,
UKS,Crossen an der Elster,Crossen (Elster),Bf,,
UKSM,Kleinschmalkalden,Kl.schmalkalden,Bf,,
UKSO,Crossen an der Elster Ort,Crossen Ort,Hp,,
UKT,Küllstedt,Küllstedt,Bf,,
UKU,Kühnhausen,Kühnhausen,Bf,,
UKW,Krauschwitz (b Teuchern),Krauschwitz b Te,vp-Hp,,
UKZ,Könitz (Thür),Könitz (Thür),Bf,,
UL,Leinefelde,Leinefelde,Bf,,
UL  B,Leinefelde ZOB,Leinefelde ZOB,Bush,,
UL  M,Leinefelde, Milchhof,Leinef Milchhof,,
ULA,Lauscha (Thür),Lauscha (Thür),vp-Bf,,
ULAO,Langenorla Ost,Langenorla Ost,Hp,,
ULAW,Langenorla West,Langenorla West,Hp,,
ULB,Lobenstein (Thür),Lobenstein (Th),Bf,,
ULBN,Leubingen,Leubingen,Hp,,
ULBNB,Leubingen Bushaltestelle,Leubingen Bush,Bush,,
ULBX,Lohmeberg-Tunnel Tbv,Lohmeberg Tbv,Tbv,,
ULCH,Laucha (Unstrut),Laucha (Unstrut),Bf,,
ULD,Lengenfeld unterm Stein,Lengenfeld u St,Bf,,
ULE,Legefeld,Legefeld,Hp,,
ULEI,Leinakanal,Leinakanal,Bf,,
ULEU,Leutenberg,Leutenberg,Bf,,
ULEW,Weida Lederwerke,Lederwerke,Anst,,
ULF,Langendorf,Langendorf Hp,Hp,,
ULFM,Lengefeld (b Mühlhausen),Lengefeld(Mühlh),Bush,,
ULGL,Langula,Langula,Bush,,
ULH,Lederhose Werkbahnhof Tanklager,Werkbf Lederhose,Bft,,
ULHO,Loitsch-Hohenleuben,Loitsch-Hohenleu,Bf,,
ULI,Lichte (Thür),Lichte (Thür),Hp Anst,,
ULIH,Lichtenhain a d Bergbahn,Lichtenhain adB,Bf,,
ULIO,Lichte (Thür) Ost,Lichte (Th) Ost,Hp,,
ULIT,Lichtentanne (Thür),Lichtentanne(Th),Bf,,
ULK,Leimbach-Kaiseroda,Leimbach-Kaisero,Bf,,
ULL,Leißling,Leißling,Hp,,
ULMB,Leimbach,Leimbach,Abzw,,
ULN,Leina,Leina,Tp,,
ULOH,Lohmühle,Lohmühle,Bk,,
ULP,Lippelsdorf,Lippelsdorf,Hp,,
ULS,Bad Langensalza,Bad Langensalza,Bf,,
ULS B,Bad Langensalza Busbahnhof,Bad Langens Busb,Bush,,
ULSO,Bad Langensalza Ost,Bad Langens Ost,Anst,,
ULST,Bad Liebenstein Post,Bad Liebenst P,Bush,,
ULT,Luisenthal (Thür),Luisenthal (Th),vp-Hp,,
ULUE,Lückenmühle,Lückenmühle,Hp,,
ULWN,Langewiesen (Thür),Langewiesen Thür,Bf,,
ULZ,Liebschütz (Saale),Liebschütz (S),Hp,,
UM,Meiningen,Meiningen,Bf,,
UMA,Massetal,Massetal,Üst,,
UMAH,Marlishausen,Marlishausen,Hp,,
UMBX,Masserberg-Tunnel Tbv,Masserberg Tbv,Tbv,,
UMCH,Manebach,Manebach,vp-Hp,,
UMD,Mertendorf,Mertendorf,vp-Hp,,
UME,Mechterstädt,Mechterstädt,Hp,,
UMEL,Mellenbach-Glasbach,Mellenbach-Glasb,Bf,,
UMEN,Mellingen (Thür),Mellingen (Thür),Hp Üst,,
UMER,Menteroda (Thür),Menteroda (Thür),Bf,,
UMERS,Menteroda (Thür) Schacht,Menteroda(Th)Sch,Bush,,
UMEU,Meuselbach-Schwarzmühle,Meuselbach-Schw,Hp,,
UMF,Münchenbernsdorf,Münchenbernsdf,Bf,,
UMG,Marktgölitz,Marktgölitz,Hp,,
UMGH,Mengersgereuth-Hämmern,Mengersg-Hämm,vp-Bf,,
UMGL,Marienglashöhle,Marienglashöhle,Tp,,
UMH,Mühlhausen (Thür),Mühlhausen (Th),Bf,,
UMH B,Mühlhausen (Thür) Busbahnhof,Mühlhsn Busbf,Bush,,
UMH K,Mühlhausen (Thür) Kiliansgraben,Mühlhsn Kiliansg,Bush,,
UMHD,Mohlsdorf,Mohlsdorf,Bf,,
UMHO,Mengersgereuth-Hämmern Ost,Mengers-Häm Ost,vp-Hp,,
UMK,Merkers,Merkers,Bf,,
UML,Marksuhl,Marksuhl,Bf,,
UMN,Menzengraben,Menzengraben,Hp,,
UMO,Moßbach (b Neustadt/Orla),Moßbach(b Neu/O),Hp,,
UMOE,Möhrenbach,Möhrenbach,Hp,,
UMQ,Meiningen Bedienstandort,Meiningen BSO,BSO,,
UMS,Mechterstädt-Sättelstädt,Mechterst-Sätt,Bf,,
UMSK,Mittelschmalkalden,Mittelschmalkald,Hp,,
UMT,Martinroda,Martinroda,Hp,,
UMT O,Martinroda Ort,Martinroda Ort,Bush,,
UMU,München (b Bad Berka),München b Berka,Hp,,
UMUX,Müss-Tunnel Tbv,Müss Tbv,Tbv,,
UN,Nordhausen,Nordhausen,Bf,,
UN  A,Nordhausen No,Nordhausen No,Bft,,
UN  N,Nordhausen Nzw,Nordhausen Nzw,Bft,,
UNA,Nohra (Wipper),Nohra (Wipper),Hp,,
UNAE,Nägelstedt,Nägelstedt,Hp,,
UND,Neudietendorf,Neudietendorf,Bf,,
UNDO,Gernrode-Niederorschel,Gernro-Niederor,Hp,,
UNE,Nebra,Nebra,Bf,,
UNEG,Nebra DB-Grenze,Nebra DB-Gr,Gp,,
UNF,Neustadt-Gillersdorf,Neust Gillersdf,Bf,,
UNH,Neunhofen,Neunhofen,Hp,,
UNHI,Neuhaus-Igelshieb,Neuhs-Igelshieb,vp-Hp,,
UNHR,Neuhaus am Rennweg,Neuhaus am Rennw,vp-Bf,,
UNI,Niederspier,Niederspier,Hp,,
UNIW,Niedersachswerfen,Niedersachswerf,Bf,,
UNM,Naumburg (Saale) Hbf,Naumburg (S) Hbf,Bf,,
UNM W,Naumburg (Saale) Hbf Nw,Naumburg Hbf Nw,Bft,,
UNME,Neumühle (Elster),Neumühle (Elst),Hp,,
UNMED,Daßlitz Kreuzung,Daßlitz Kreuzung,Bush,,
UNMG,Naumburg DB-Grenze,Naumburg DB-Gr,Gp,,
UNMO,Naumburg (Saale) Ost,Naumburg (S) Ost,vp-Bf,,
UNOH,Nohra (b Weimar),Nohra (b Weimar),Hp,,
UNP,Niederpöllnitz,Niederpöllnitz,Bf,,
UNQ,Nordhausen Bedienstandort,Nordhausen BSO,BSO,,
UNRO,Naumburg-Roßbach,Naumbg-Roßbach,Hp,,
UNS,Neue Schenke,Neue Schenke,Hp,,
UNSA,Nordhausen-Salza,Nordhausen-Salza,Hp,,
UNSK,Niederschmalkalden,Niederschmalkald,Hp,,
UNTA,Niedertrebra,Niedertrebra,Hp,,
UNU,Neustadt (Orla),Neustadt (Orla),Bf,,
UNWL,Niederwillingen,Niederwillingen,Hp,,
UNZI,Niederzimmern,Niederzimmern,Bk,,
UO,Orlamünde,Orlamünde,Bf,,
UO  O,Orlamünde Ort,Orlamünde Ort,Bush,,
UOB,Oberweimar,Oberweimar,Hp,,
UOB T,Oberweimar Taubacher Straße,Oberwmr Taub Str,Bush,,
UODL,Oberdorla,Oberdorla,Bush,,
UOE,Oesterkörner,Oesterkörner,Hp,,
UOF,Oberhof (Thür),Oberhof (Thür),Bf,,
UOF R,Oberhof Rondell/Rennsteiggarten,Oberhof Rondell,Bush,,
UOFF,Oberhof (Thür) Friedensplatz,Oberhof Frieden,Bush,,
UOFM,Obstfelderschmiede,Obstfelderschm,Hp Awanst,,
UOG,Oppurg,Oppurg,Bf,,
UOGR,Obergrunstedt,Obergrunstedt,Hp,,
UOH,Ohrdruf,Ohrdruf,vp-Bf,,
UOL,Olbersleben,Olbersleben,vp-Hp,,
UOLA,Oberlauscha,Oberlauscha,vp-Hp,,
UOLN,Oldisleben,Oldisleben,Bf,,
UOM,Oßmannstedt,Oßmannstedt,Hp,,
UOR,Oberröblingen (Helme),Oberröblingen,Bf,,
UORO,Oberrohn,Oberrohn,Bf,,
UOW,Oberweißbach-Deesbach,Oberweißbach-D,Hp,,
UP,Pausa,Pausa,Hp,,
